"","code","name","pubpriv","enrollment","allvaccs","conditional","medical","religious","dptMiss","polMiss","mmrMiss","hepMiss","varMiss"
"3120",6105647,"ALLAN PETERSON ELEMENTARY","PUBLIC",136,99.2647058823529,0.735294117647059,0,0,0.735294117647059,0,0,0,0
"5606",6133797,"FIRST BAPTIST CHRISTIAN SCHOOL","PRIVATE",19,52.6315789473684,47.3684210526316,0,0,36.8421052631579,31.5789473684211,26.3157894736842,5.26315789473684,0
"6050",6962948,"OUR LADY OF PERPETUAL HELP","PRIVATE",31,87.0967741935484,9.67741935483871,3.2258064516129,0,9.67741935483871,9.67741935483871,9.67741935483871,9.67741935483871,9.67741935483871
"6852",7081797,"LYCEE INTERNATIONAL DE LOS ANGELES - LF","PRIVATE",52,53.8461538461538,15.3846153846154,17.3076923076923,13.4615384615385,44.2307692307692,44.2307692307692,46.1538461538462,32.6923076923077,30.7692307692308
"2798",6018857,"RESEDA ELEMENTARY","PUBLIC",66,98.4848484848485,0,0,1.51515151515152,1.51515151515152,1.51515151515152,1.51515151515152,1.51515151515152,1.51515151515152
"2446",111997,"HUNTINGTON PARK ELEMENTARY","PUBLIC",79,96.2025316455696,2.53164556962025,0,1.26582278481013,2.53164556962025,1.26582278481013,2.53164556962025,2.53164556962025,1.26582278481013
"847",6007439,"CAPAY JOINT UNION ELEMENTARY","PUBLIC",21,95.2380952380952,0,0,4.76190476190476,4.76190476190476,4.76190476190476,4.76190476190476,4.76190476190476,4.76190476190476
"6879",7085707,"BRADSHAW CHRISTIAN","PRIVATE",112,53.5714285714286,41.0714285714286,0,5.35714285714286,42.8571428571429,37.5,41.0714285714286,6.25,5.35714285714286
"6497",6978902,"ST. RAYMOND CATHOLIC SCHOOL","PRIVATE",33,100,0,0,0,0,0,0,0,0
"6519",6980221,"ST. PATRICK ELEMENTARY","PRIVATE",40,100,0,0,0,0,0,0,0,0
"2829",6019194,"SHIRLEY AVENUE ELEMENTARY","PUBLIC",119,89.9159663865546,9.2436974789916,0,0.840336134453782,3.36134453781513,3.36134453781513,5.04201680672269,1.68067226890756,2.52100840336134
"5359",6023485,"MERCED ELEMENTARY","PUBLIC",96,97.9166666666667,1.04166666666667,0,1.04166666666667,2.08333333333333,2.08333333333333,2.08333333333333,2.08333333333333,2.08333333333333
"2694",6017719,"KENTWOOD ELEMENTARY","PUBLIC",68,75,23.5294117647059,0,1.47058823529412,17.6470588235294,17.6470588235294,5.88235294117647,19.1176470588235,7.35294117647059
