"","name","pubpriv","reported"
"3860","RANCHO VISTA ELEMENTARY","PUBLIC","Y"
"3861","SILVER SPUR ELEMENTARY","PUBLIC","Y"
"3862","SOLEADO ELEMENTARY","PUBLIC","Y"
"3863","VISTA GRANDE ELEMENTARY","PUBLIC","Y"
"3864","VALMONTE ELEMENTARY","PUBLIC","Y"
"3865","DAPPLEGRAY ELEMENTARY","PUBLIC","Y"
"3866","PANOCHE ELEMENTARY","PUBLIC","N"
"3867","PARADISE CHARTER","PUBLIC","Y"
"3868","ACHIEVE CHARTER SCHOOL OF PARADISE INC.","PUBLIC","Y"
"3869","PARADISE ELEMENTARY","PUBLIC","Y"
"3870","PONDEROSA ELEMENTARY","PUBLIC","Y"
"3871","PINE RIDGE","PUBLIC","Y"
"3872","CEDARWOOD ELEMENTARY","PUBLIC","Y"
"3873","CHILDREN'S COMMUNITY CHARTER","PUBLIC","Y"
"3874","HOWARD TANNER","PUBLIC","Y"
"3875","CAPTAIN RAYMOND COLLINS","PUBLIC","Y"
"3876","WESLEY GAINES","PUBLIC","Y"
"3877","HOLLYDALE","PUBLIC","Y"
"3878","ABRAHAM LINCOLN","PUBLIC","Y"
"3879","LOS CERRITOS","PUBLIC","Y"
"3880","MARK KEPPEL","PUBLIC","N"
"3881","MAJOR LYNN MOKLER","PUBLIC","Y"
"3882","THEODORE ROOSEVELT","PUBLIC","Y"
"3883","HARRY WIRTZ ELEMENTARY","PUBLIC","Y"
"3884","JEFFERSON ELEMENTARY","PUBLIC","Y"
"3885","S BEN BENAVIDEZ ELEMENTARY","PUBLIC","Y"
"3886","MATHEW J BRLETIC ELEMENTARY","PUBLIC","Y"
"3887","JOHN C MARTINEZ ELEMENTARY","PUBLIC","Y"
"3888","CESAR E CHAVEZ ELEMENTARY","PUBLIC","Y"
"3889","AVESON SCHOOL OF LEADERS","PUBLIC","N"
"3890","PASADENA ROSEBUD ACADEMY","PUBLIC","Y"
"3891","CELERITY EXA CHARTER","PUBLIC","Y"
"3892","NORMA COOMBS ALTERNATIVE","PUBLIC","Y"
"3893","ALTADENA ELEMENTARY","PUBLIC","Y"
"3894","CLEVELAND ELEMENTARY","PUBLIC","Y"
"3895","DON BENITO FUNDAMENTAL","PUBLIC","Y"
"3896","FIELD (EUGENE) ELEMENTARY","PUBLIC","Y"
"3897","FRANKLIN ELEMENTARY","PUBLIC","Y"
"3898","HAMILTON ELEMENTARY","PUBLIC","Y"
"3899","JACKSON ELEMENTARY","PUBLIC","Y"
"3900","JEFFERSON ELEMENTARY","PUBLIC","Y"
"3901","LONGFELLOW (HENRY W.) ELEMENTARY","PUBLIC","Y"
"3902","MADISON ELEMENTARY","PUBLIC","Y"
"3903","ROOSEVELT","PUBLIC","Y"
"3904","SAN RAFAEL ELEMENTARY","PUBLIC","Y"
"3905","SIERRA MADRE ELEMENTARY","PUBLIC","Y"
"3906","DANIEL WEBSTER","PUBLIC","Y"
"3907","WILLARD ELEMENTARY","PUBLIC","Y"
"3908","WASHINGTON ACCELERATED ELEMENTARY","PUBLIC","Y"
"3909","MCKINLEY","PUBLIC","Y"
"3910","APRICOT VALLEY ELEMENTARY","PUBLIC","Y"
"3911","WALNUT GROVE ELEMENTARY","PUBLIC","Y"
"3912","GRAYSON CHARTER","PUBLIC","Y"
"3913","LAS PALMAS ELEMENTARY","PUBLIC","Y"
"3914","NORTHMEAD ELEMENTARY","PUBLIC","Y"
"3915","RAILWAY ELEMENTARY","PUBLIC","Y"
"3916","SKY VIEW ELEMENTARY","PUBLIC","Y"
"3917","GOOD HOPE ELEMENTARY","PUBLIC","Y"
"3918","PERRIS ELEMENTARY","PUBLIC","Y"
"3919","INNOVATIVE HORIZONS CHARTER","PUBLIC","Y"
"3920","PARK AVENUE ELEMENTARY","PUBLIC","Y"
"3921","PALMS ELEMENTARY","PUBLIC","Y"
"3922","ENCHANTED HILLS ELEMENTARY","PUBLIC","Y"
"3923","GRANT ELEMENTARY","PUBLIC","Y"
"3924","MCDOWELL ELEMENTARY","PUBLIC","Y"
"3925","MCKINLEY ELEMENTARY","PUBLIC","Y"
"3926","MCNEAR ELEMENTARY","PUBLIC","Y"
"3927","PENNGROVE ELEMENTARY","PUBLIC","Y"
"3928","VALLEY VISTA ELEMENTARY","PUBLIC","Y"
"3929","LIVE OAK CHARTER","PUBLIC","Y"
"3930","MARY COLLINS CHARTER SCHOOL AT CHERRY VALLEY","PUBLIC","Y"
"3931","BEACH ELEMENTARY","PUBLIC","Y"
"3932","HAVENS ELEMENTARY","PUBLIC","Y"
"3933","WILDWOOD ELEMENTARY","PUBLIC","Y"
"3934","ARBUCKLE ELEMENTARY","PUBLIC","Y"
"3935","GRAND ISLAND ELEMENTARY","PUBLIC","Y"
"3936","JACK LONDON ELEMENTARY","PUBLIC","Y"
"3937","OLIVET ELEMENTARY CHARTER","PUBLIC","Y"
"3938","MORRICE SCHAEFER CHARTER","PUBLIC","Y"
"3939","FRONTIER ELEMENTARY","PUBLIC","Y"
"3940","PIONEER ELEMENTARY","PUBLIC","Y"
"3941","PIONEER ELEMENTARY","PUBLIC","Y"
"3942","MARINA VISTA ELEMENTARY","PUBLIC","Y"
"3943","HEIGHTS ELEMENTARY","PUBLIC","Y"
"3944","HIGHLANDS ELEMENTARY","PUBLIC","Y"
"3945","LOS MEDANOS ELEMENTARY","PUBLIC","Y"
"3946","PARKSIDE ELEMENTARY","PUBLIC","Y"
"3947","WILLOW COVE ELEMENTARY","PUBLIC","Y"
"3948","FOOTHILL ELEMENTARY","PUBLIC","Y"
"3949","STONEMAN ELEMENTARY","PUBLIC","Y"
"3950","PIXLEY ELEMENTARY","PUBLIC","Y"
"3951","MELROSE ELEMENTARY","PUBLIC","Y"
"3952","LAKEVIEW ELEMENTARY","PUBLIC","Y"
"3953","BROOKHAVEN ELEMENTARY","PUBLIC","Y"
"3954","CHARLES WAGNER ELEMENTARY","PUBLIC","Y"
"3955","GLENKNOLL ELEMENTARY","PUBLIC","Y"
"3956","GOLDEN ELEMENTARY","PUBLIC","Y"
"3957","MORSE AVENUE ELEMENTARY","PUBLIC","Y"
"3958","RIO VISTA ELEMENTARY","PUBLIC","Y"
"3959","RUBY DRIVE ELEMENTARY","PUBLIC","Y"
"3960","SIERRA VISTA ELEMENTARY","PUBLIC","Y"
"3961","VAN BUREN ELEMENTARY","PUBLIC","Y"
"3962","MABEL M. PAINE ELEMENTARY","PUBLIC","Y"
"3963","ROSE DRIVE ELEMENTARY","PUBLIC","Y"
"3964","FAIRMONT ELEMENTARY","PUBLIC","Y"
"3965","TOPAZ ELEMENTARY","PUBLIC","Y"
"3966","GLENVIEW ELEMENTARY","PUBLIC","Y"
"3967","LINDA VISTA ELEMENTARY","PUBLIC","Y"
"3968","WOODSBORO ELEMENTARY","PUBLIC","Y"
"3969","JOHN O. TYNES ELEMENTARY","PUBLIC","Y"
"3970","TRAVIS RANCH","PUBLIC","Y"
"3971","BRYANT RANCH ELEMENTARY","PUBLIC","Y"
"3972","SIERRA HILLS ELEMENTARY","PUBLIC","Y"
"3973","LOUISIANA SCHNELL ELEMENTARY","PUBLIC","Y"
"3974","SIERRA ELEMENTARY","PUBLIC","Y"
"3975","PLAINSBURG UNION ELEMENTARY","PUBLIC","Y"
"3976","PLANADA ELEMENTARY","PUBLIC","Y"
"3977","PLAZA ELEMENTARY","PUBLIC","Y"
"3978","PLEASANT GROVE","PUBLIC","Y"
"3979","COTTAGE HILL ELEMENTARY","PUBLIC","Y"
"3980","ALTA SIERRA ELEMENTARY","PUBLIC","Y"
"3981","WILLIAMS RANCH ELEMENTARY","PUBLIC","Y"
"3982","RANCHO ROSAL ELEMENTARY","PUBLIC","Y"
"3983","CAMARILLO HEIGHTS ELEMENTARY","PUBLIC","Y"
"3984","DOS CAMINOS ELEMENTARY","PUBLIC","Y"
"3985","EL DESCANSO ELEMENTARY","PUBLIC","Y"
"3986","LAS POSAS ELEMENTARY","PUBLIC","Y"
"3987","SANTA ROSA TECHNOLOGY MAGNET","PUBLIC","Y"
"3988","LOS PRIMEROS SCHOOL OF SCIENCES & ARTS","PUBLIC","Y"
"3989","TIERRA LINDA ELEMENTARY","PUBLIC","Y"
"3990","LA MARIPOSA","PUBLIC","Y"
"3991","UNIVERSITY PREPARATION SCHOOL AT CSU CHANNEL ISLANDS","PUBLIC","Y"
"3992","PLEASANT VALLEY ELEMENTARY","PUBLIC","Y"
"3993","PLEASANT VIEW ELEMENTARY","PUBLIC","Y"
"3994","PLUMAS CHARTER","PUBLIC","Y"
"3995","CHESTER ELEMENTARY","PUBLIC","Y"
"3996","INDIAN VALLEY ELEMENTARY","PUBLIC","Y"
"3997","PIONEER/QUINCY ELEMENTARY","PUBLIC","N"
"3998","C. ROY CARMICHAEL ELEMENTARY","PUBLIC","Y"
"3999","RIO DEL ORO ELEMENTARY","PUBLIC","Y"
"4000","COBBLESTONE ELEMENTARY","PUBLIC","Y"
"4001","PINEWOOD ELEMENTARY","PUBLIC","Y"
"4002","LOPEZ ELEMENTARY","PUBLIC","Y"
"4003","CORTEZ ELEMENTARY","PUBLIC","Y"
"4004","ALCOTT ELEMENTARY","PUBLIC","Y"
"4005","ALLISON ELEMENTARY","PUBLIC","Y"
"4006","ARROYO ELEMENTARY","PUBLIC","Y"
"4007","DIAMOND POINT ELEMENTARY","PUBLIC","Y"
"4008","GOLDEN SPRINGS ELEMENTARY","PUBLIC","Y"
"4009","HARRISON ELEMENTARY","PUBLIC","Y"
"4010","KELLOGG POLYTECHNIC ELEMENTARY","PUBLIC","Y"
"4011","KINGSLEY ELEMENTARY","PUBLIC","Y"
"4012","LEXINGTON ELEMENTARY","PUBLIC","Y"
"4013","LINCOLN ELEMENTARY","PUBLIC","Y"
"4014","MADISON ELEMENTARY","PUBLIC","Y"
"4015","MONTVUE ELEMENTARY","PUBLIC","Y"
"4016","BARFIELD ELEMENTARY","PUBLIC","Y"
"4017","PHILADELPHIA ELEMENTARY","PUBLIC","Y"
"4018","ROOSEVELT ELEMENTARY","PUBLIC","Y"
"4019","SAN JOSE ELEMENTARY","PUBLIC","Y"
"4020","WASHINGTON ELEMENTARY","PUBLIC","Y"
"4021","WESTMONT ELEMENTARY","PUBLIC","Y"
"4022","YORBA ELEMENTARY","PUBLIC","Y"
"4023","ARMSTRONG ELEMENTARY","PUBLIC","Y"
"4024","DECKER ELEMENTARY","PUBLIC","Y"
"4025","VEJAR ELEMENTARY","PUBLIC","Y"
"4026","RANCH HILLS ELEMENTARY","PUBLIC","Y"
"4027","SAN ANTONIO ELEMENTARY","PUBLIC","Y"
"4028","PANTERA ELEMENTARY","PUBLIC","Y"
"4029","POND ELEMENTARY","PUBLIC","Y"
"4030","POTTER VALLEY ELEMENTARY","PUBLIC","Y"
"4031","ORMONDALE ELEMENTARY","PUBLIC","Y"
"4032","STONE RANCH ELEMENTARY","PUBLIC","Y"
"4033","MONTEREY RIDGE ELEMENTARY","PUBLIC","Y"
"4034","DEL SUR ELEMENTARY","PUBLIC","Y"
"4035","WILLOW GROVE ELEMENTARY","PUBLIC","Y"
"4036","GARDEN ROAD ELEMENTARY","PUBLIC","Y"
"4037","MIDLAND ELEMENTARY","PUBLIC","Y"
"4038","POMERADO ELEMENTARY","PUBLIC","Y"
"4039","VALLEY ELEMENTARY","PUBLIC","Y"
"4040","LOS PENASQUITOS ELEMENTARY","PUBLIC","Y"
"4041","WESTWOOD ELEMENTARY","PUBLIC","Y"
"4042","PAINTED ROCK ELEMENTARY","PUBLIC","Y"
"4043","SUNSET HILLS ELEMENTARY","PUBLIC","Y"
"4044","TIERRA BONITA ELEMENTARY","PUBLIC","Y"
"4045","ROLLING HILLS ELEMENTARY","PUBLIC","Y"
"4046","CHAPARRAL ELEMENTARY","PUBLIC","Y"
"4047","SUNDANCE ELEMENTARY","PUBLIC","Y"
"4048","CANYON VIEW ELEMENTARY","PUBLIC","Y"
"4049","DEER CANYON ELEMENTARY","PUBLIC","Y"
"4050","MORNING CREEK ELEMENTARY","PUBLIC","Y"
"4051","TURTLEBACK ELEMENTARY","PUBLIC","Y"
"4052","ADOBE BLUFFS ELEMENTARY","PUBLIC","Y"
"4053","HIGHLAND RANCH ELEMENTARY","PUBLIC","Y"
"4054","PARK VILLAGE ELEMENTARY","PUBLIC","Y"
"4055","SHOAL CREEK ELEMENTARY","PUBLIC","Y"
"4056","CREEKSIDE ELEMENTARY","PUBLIC","Y"
"4057","PRINCETON ELEMENTARY","PUBLIC","Y"
"4058","RAISIN CITY ELEMENTARY","PUBLIC","Y"
"4059","HANSON ELEMENTARY","PUBLIC","Y"
"4060","RAMONA ELEMENTARY","PUBLIC","Y"
"4061","JAMES DUKES ELEMENTARY","PUBLIC","Y"
"4062","RAMONA COMMUNITY","PUBLIC","Y"
"4063","MT. WOODSON ELEMENTARY","PUBLIC","Y"
"4064","BARNETT ELEMENTARY","PUBLIC","Y"
"4065","R. ROGER ROWE ELEMENTARY","PUBLIC","Y"
"4066","NEW DAY ACADEMY","PUBLIC","Y"
"4067","LONG VALLEY CHARTER","PUBLIC","Y"
"4068","LOS ROBLES MAGNET ACADEMY","PUBLIC","Y"
"4069","BELLE HAVEN ELEMENTARY","PUBLIC","Y"
"4070","COSTANO ELEMENTARY","PUBLIC","Y"
"4071","BRENTWOOD ELEMENTARY","PUBLIC","Y"
"4072","CESAR CHAVEZ - GREEN OAKS ACADEMY","PUBLIC","Y"
"4073","WILLOW OAKS ELEMENTARY","PUBLIC","Y"
"4074","ASPIRE EAST PALO ALTO CHARTER","PUBLIC","Y"
"4075","RAYMOND-KNOWLES ELEMENTARY","PUBLIC","Y"
"4076","READY SPRINGS ELEMENTARY","PUBLIC","Y"
"4077","BIDWELL ELEMENTARY","PUBLIC","Y"
"4078","JACKSON HEIGHTS ELEMENTARY","PUBLIC","Y"
"4079","WILLIAM M. METTEER ELEMENTARY","PUBLIC","Y"
"4080","BONNY VIEW ELEMENTARY","PUBLIC","Y"
"4081","CYPRESS ELEMENTARY","PUBLIC","Y"
"4082","JUNIPER SCHOOL","PUBLIC","Y"
"4083","MANZANITA ELEMENTARY","PUBLIC","Y"
"4084","SYCAMORE ELEMENTARY","PUBLIC","Y"
"4085","TURTLE BAY SCHOOL","PUBLIC","Y"
"4086","STELLAR CHARTER SCHOOL","PUBLIC","Y"
"4087","MONARCH LEARNING CENTER","PUBLIC","Y"
"4088","HIGHLAND GROVE ELEMENTARY","PUBLIC","Y"
"4089","JUDSON & BROWN ELEMENTARY","PUBLIC","Y"
"4090","MISSION ELEMENTARY","PUBLIC","Y"
"4091","CRAFTON ELEMENTARY","PUBLIC","Y"
"4092","CRAM ELEMENTARY","PUBLIC","Y"
"4093","FRANKLIN ELEMENTARY","PUBLIC","Y"
"4094","KIMBERLY ELEMENTARY","PUBLIC","Y"
"4095","LUGONIA ELEMENTARY","PUBLIC","Y"
"4096","MARIPOSA ELEMENTARY","PUBLIC","Y"
"4097","MCKINLEY ELEMENTARY","PUBLIC","Y"
"4098","MENTONE ELEMENTARY","PUBLIC","Y"
"4099","SMILEY ELEMENTARY","PUBLIC","Y"
"4100","VICTORIA ELEMENTARY","PUBLIC","Y"
"4101","KINGSBURY ELEMENTARY","PUBLIC","Y"
"4102","ARROYO VERDE ELEMENTARY","PUBLIC","Y"
"4103","BRYN MAWR ELEMENTARY","PUBLIC","Y"
"4104","CONNECT COMMUNITY CHARTER","PUBLIC","Y"
"4105","CLIFFORD ELEMENTARY","PUBLIC","Y"
"4106","ROY CLOUD ELEMENTARY","PUBLIC","Y"
"4107","FAIR OAKS ELEMENTARY","PUBLIC","Y"
"4108","GARFIELD ELEMENTARY","PUBLIC","Y"
"4109","HAWES ELEMENTARY","PUBLIC","Y"
"4110","HENRY FORD ELEMENTARY","PUBLIC","Y"
"4111","HOOVER ELEMENTARY","PUBLIC","Y"
"4112","JOHN GILL ELEMENTARY","PUBLIC","Y"
"4113","ROOSEVELT ELEMENTARY","PUBLIC","Y"
"4114","SELBY LANE ELEMENTARY","PUBLIC","Y"
"4115","TAFT ELEMENTARY","PUBLIC","Y"
"4116","ORION ALTERNATIVE","PUBLIC","Y"
"4117","ADELANTE SPANISH IMMERSION","PUBLIC","Y"
"4118","REED ELEMENTARY","PUBLIC","Y"
"4119","REEDS CREEK ELEMENTARY","PUBLIC","Y"
"4120","AVENAL ELEMENTARY","PUBLIC","Y"
"4121","KETTLEMAN CITY ELEMENTARY","PUBLIC","Y"
"4122","TAMARACK ELEMENTARY","PUBLIC","Y"
"4123","LAKEVIEW ELEMENTARY","PUBLIC","Y"
"4124","JACKSON ELEMENTARY","PUBLIC","Y"
"4125","RESCUE ELEMENTARY","PUBLIC","Y"
"4126","GREEN VALLEY ELEMENTARY","PUBLIC","Y"
"4127","LAKE FOREST ELEMENTARY","PUBLIC","Y"
"4128","KASHIA ELEMENTARY","PUBLIC","N"
"4129","CHARLOTTE N. WERNER ELEMENTARY","PUBLIC","Y"
"4130","NANCY R. KORDYAK ELEMENTARY","PUBLIC","Y"
"4131","BEMIS ELEMENTARY","PUBLIC","Y"
"4132","BOYD ELEMENTARY","PUBLIC","Y"
"4133","CASEY ELEMENTARY","PUBLIC","Y"
"4134","DUNN ELEMENTARY","PUBLIC","Y"
"4135","HENRY ELEMENTARY","PUBLIC","Y"
"4136","KELLEY ELEMENTARY","PUBLIC","Y"
"4137","MORGAN ELEMENTARY","PUBLIC","Y"
"4138","MYERS ELEMENTARY","PUBLIC","Y"
"4139","PRESTON ELEMENTARY","PUBLIC","Y"
"4140","TRAPP ELEMENTARY","PUBLIC","Y"
"4141","HELEN L. DOLLAHAN ELEMENTARY","PUBLIC","Y"
"4142","SAMUEL W. SIMPSON ELEMENTARY","PUBLIC","Y"
"4143","ELIZABETH T. HUGHBANKS ELEMENTARY","PUBLIC","Y"
"4144","GEORGIA MORRIS ELEMENTARY","PUBLIC","Y"
"4145","EDWARD FITZGERALD ELEMENTARY","PUBLIC","Y"
"4146","ERNEST GARCIA ELEMENTARY","PUBLIC","Y"
"4147","SAM V. CURTIS ELEMENTARY","PUBLIC","Y"
"4148","RICHFIELD ELEMENTARY","PUBLIC","Y"
"4149","RICHGROVE ELEMENTARY","PUBLIC","Y"
"4150","RICHMOND ELEMENTARY","PUBLIC","Y"
"4151","RICHMOND COLLEGE PREPARATORY","PUBLIC","Y"
"4152","BAYVIEW ELEMENTARY","PUBLIC","Y"
"4153","COLLINS ELEMENTARY","PUBLIC","Y"
"4154","CORONADO ELEMENTARY","PUBLIC","Y"
"4155","DOVER ELEMENTARY","PUBLIC","Y"
"4156","ELLERHORST ELEMENTARY","PUBLIC","Y"
"4157","HIGHLAND ELEMENTARY","PUBLIC","Y"
"4158","FAIRMONT ELEMENTARY","PUBLIC","Y"
"4159","FORD ELEMENTARY","PUBLIC","Y"
"4160","GRANT ELEMENTARY","PUBLIC","Y"
"4161","HARDING ELEMENTARY","PUBLIC","Y"
"4162","KENSINGTON ELEMENTARY","PUBLIC","Y"
"4163","LAKE ELEMENTARY","PUBLIC","Y"
"4164","LINCOLN ELEMENTARY","PUBLIC","Y"
"4165","MADERA ELEMENTARY","PUBLIC","Y"
"4166","MIRA VISTA ELEMENTARY","PUBLIC","Y"
"4167","MONTALVIN MANOR ELEMENTARY","PUBLIC","Y"
"4168","MURPHY ELEMENTARY","PUBLIC","Y"
"4169","NYSTROM ELEMENTARY","PUBLIC","Y"
"4170","OLINDA ELEMENTARY","PUBLIC","Y"
"4171","PERES ELEMENTARY","PUBLIC","Y"
"4172","KING ELEMENTARY","PUBLIC","Y"
"4173","RIVERSIDE ELEMENTARY","PUBLIC","Y"
"4174","SHANNON ELEMENTARY","PUBLIC","Y"
"4175","SHELDON ELEMENTARY","PUBLIC","Y"
"4176","STEGE ELEMENTARY","PUBLIC","Y"
"4177","STEWART ELEMENTARY","PUBLIC","Y"
"4178","TARA HILLS ELEMENTARY","PUBLIC","Y"
"4179","VALLEY VIEW ELEMENTARY","PUBLIC","Y"
"4180","VERDE ELEMENTARY","PUBLIC","Y"
"4181","WASHINGTON ELEMENTARY","PUBLIC","Y"
"4182","WILSON ELEMENTARY","PUBLIC","Y"
"4183","EDWARD M. DOWNER ELEMENTARY","PUBLIC","Y"
"4184","LUPINE HILLS ELEMENTARY","PUBLIC","Y"
"4185","OHLONE ELEMENTARY","PUBLIC","Y"
"4186","HANNA RANCH ELEMENTARY","PUBLIC","Y"
"4187","CESAR E. CHAVEZ ELEMENTARY","PUBLIC","Y"
"4188","LAKE ARROWHEAD ELEMENTARY","PUBLIC","Y"
"4189","CHARLES HOFFMAN ELEMENTARY","PUBLIC","Y"
"4190","VALLEY OF ENCHANTMENT ELEMENTARY","PUBLIC","Y"
"4191","GRANDVIEW ELEMENTARY","PUBLIC","Y"
"4192","REDWOOD CONSORTIUM FOR STUDENT SERVICES","PUBLIC","Y"
"4193","MADRONE ELEMENTARY","PUBLIC","Y"
"4194","SPRING CREEK MATANZAS CHARTER","PUBLIC","Y"
"4195","WHITED ELEMENTARY CHARTER","PUBLIC","Y"
"4196","SEQUOIA ELEMENTARY","PUBLIC","Y"
"4197","VILLAGE ELEMENTARY CHARTER","PUBLIC","Y"
"4198","BINKLEY ELEMENTARY CHARTER","PUBLIC","Y"
"4199","AUSTIN CREEK ELEMENTARY","PUBLIC","Y"
"4200","RIO BRAVO ELEMENTARY","PUBLIC","Y"
"4201","EAGLE PRAIRIE ELEMENTARY","PUBLIC","Y"
"4202","RIO DEL MAR","PUBLIC","Y"
"4203","RIO LINDO ELEMENTARY","PUBLIC","Y"
"4204","RIO PLAZA ELEMENTARY","PUBLIC","Y"
"4205","RIO REAL ELEMENTARY","PUBLIC","Y"
"4206","RIO ROSALES","PUBLIC","Y"
"4207","RIO DEL NORTE","PUBLIC","Y"
"4208","PARK VIEW ELEMENTARY","PUBLIC","Y"
"4209","CALIFORNIA CONNECTIONS ACADEMY @ RIPON","PUBLIC","Y"
"4210","RIPON ELEMENTARY","PUBLIC","Y"
"4211","RIPONA ELEMENTARY","PUBLIC","Y"
"4212","WESTON ELEMENTARY","PUBLIC","Y"
"4213","COLONY OAK ELEMENTARY","PUBLIC","Y"
"4214","DELTA ELEMENTARY CHARTER","PUBLIC","Y"
"4215","BATES ELEMENTARY","PUBLIC","Y"
"4216","ISLETON ELEMENTARY","PUBLIC","Y"
"4217","WALNUT GROVE ELEMENTARY","PUBLIC","Y"
"4218","D. H. WHITE ELEMENTARY","PUBLIC","Y"
"4219","LAKE MATHEWS ELEMENTARY","PUBLIC","Y"
"4220","MARK TWAIN ELEMENTARY","PUBLIC","Y"
"4221","PATRICIA BEATTY ELEMENTARY","PUBLIC","Y"
"4222","REACH LEADERSHIP ACADEMY","PUBLIC","Y"
"4223","ADAMS ELEMENTARY","PUBLIC","Y"
"4224","ALCOTT ELEMENTARY","PUBLIC","Y"
"4225","BRYANT ELEMENTARY","PUBLIC","Y"
"4226","CASTLE VIEW ELEMENTARY","PUBLIC","Y"
"4227","EMERSON ELEMENTARY","PUBLIC","Y"
"4228","FREMONT ELEMENTARY","PUBLIC","Y"
"4229","HARRISON ELEMENTARY","PUBLIC","Y"
"4230","HAWTHORNE ELEMENTARY","PUBLIC","Y"
"4231","HIGHGROVE ELEMENTARY","PUBLIC","Y"
"4232","HIGHLAND ELEMENTARY","PUBLIC","Y"
"4233","JACKSON ELEMENTARY","PUBLIC","Y"
"4234","JEFFERSON ELEMENTARY","PUBLIC","Y"
"4235","LIBERTY ELEMENTARY","PUBLIC","Y"
"4236","LONGFELLOW ELEMENTARY","PUBLIC","Y"
"4237","MADISON ELEMENTARY","PUBLIC","Y"
"4238","MAGNOLIA ELEMENTARY","PUBLIC","Y"
"4239","MONROE ELEMENTARY","PUBLIC","Y"
"4240","MOUNTAIN VIEW ELEMENTARY","PUBLIC","Y"
"4241","PACHAPPA ELEMENTARY","PUBLIC","Y"
"4242","VICTORIA ELEMENTARY","PUBLIC","Y"
"4243","WASHINGTON ELEMENTARY","PUBLIC","Y"
"4244","WOODCREST ELEMENTARY","PUBLIC","Y"
"4245","WILLIAM HOWARD TAFT ELEMENTARY","PUBLIC","Y"
"4246","BENJAMIN FRANKLIN ELEMENTARY","PUBLIC","Y"
"4247","TOMAS RIVERA ELEMENTARY","PUBLIC","Y"
"4248","JOHN F. KENNEDY ELEMENTARY","PUBLIC","Y"
"4249","ROBERTS FERRY UNION ELEMENTARY","PUBLIC","Y"
"4250","BELL AVENUE ELEMENTARY","PUBLIC","Y"
"4251","MAIN AVENUE ELEMENTARY","PUBLIC","Y"
"4252","ROBLA ELEMENTARY","PUBLIC","Y"
"4253","TAYLOR STREET ELEMENTARY","PUBLIC","Y"
"4254","GLENWOOD ELEMENTARY","PUBLIC","Y"
"4255","ROCKFORD ELEMENTARY","PUBLIC","Y"
"4256","MESA VIEW ELEMENTARY","PUBLIC","Y"
"4257","BOULDER RIDGE ELEMENTARY","PUBLIC","Y"
"4258","ROMOLAND ELEMENTARY","PUBLIC","Y"
"4259","HARVEST VALLEY ELEMENTARY","PUBLIC","Y"
"4260","AMERICAN ELEMENTARY","PUBLIC","Y"
"4261","ROSEDALE-NORTH ELEMENTARY","PUBLIC","Y"
"4262","CENTENNIAL ELEMENTARY","PUBLIC","Y"
"4263","DEL RIO ELEMENTARY","PUBLIC","Y"
"4264","ALMONDALE ELEMENTARY","PUBLIC","Y"
"4265","INDEPENDENCE ELEMENTARY","PUBLIC","Y"
"4266","PATRIOT ELEMENTARY","PUBLIC","Y"
"4267","ROSELAND CHARTER","PUBLIC","Y"
"4268","ROSELAND CREEK ELEMENTARY","PUBLIC","Y"
"4269","ROSELAND ELEMENTARY","PUBLIC","Y"
"4270","SHEPPARD ELEMENTARY","PUBLIC","Y"
"4271","EMMA W. SHUEY ELEMENTARY","PUBLIC","Y"
"4272","ENCINITA ELEMENTARY","PUBLIC","Y"
"4273","MILDRED B. JANSON ELEMENTARY","PUBLIC","Y"
"4274","SAVANNAH ELEMENTARY","PUBLIC","Y"
"4275","THOMAS JEFFERSON ELEMENTARY","PUBLIC","Y"
"4276","BLUE OAKS ELEMENTARY","PUBLIC","Y"
"4277","JUNCTION ELEMENTARY","PUBLIC","Y"
"4278","FIDDYMENT FARM","PUBLIC","Y"
"4279","DIAMOND CREEK ELEMENTARY","PUBLIC","Y"
"4280","STONERIDGE ELEMENTARY","PUBLIC","Y"
"4281","GEORGE CIRBY ELEMENTARY","PUBLIC","Y"
"4282","CRESTMONT ELEMENTARY","PUBLIC","Y"
"4283","WILLIAM KASEBERG ELEMENTARY","PUBLIC","Y"
"4284","BRADFORD WOODBRIDGE FUNDAMENTAL ELEMENTARY","PUBLIC","Y"
"4285","GEORGE SARGEANT ELEMENTARY","PUBLIC","Y"
"4286","FERRIS SPANGER ELEMENTARY","PUBLIC","Y"
"4287","VENCIL BROWN ELEMENTARY","PUBLIC","Y"
"4288","CATHERYN GATES ELEMENTARY","PUBLIC","Y"
"4289","ROSS ELEMENTARY","PUBLIC","Y"
"4290","ROUND VALLEY ELEMENTARY","PUBLIC","Y"
"4291","ROUND VALLEY ELEMENTARY","PUBLIC","Y"
"4292","IQ ACADEMY CALIFORNIA-LOS ANGELES","PUBLIC","Y"
"4293","TELESIS ACADEMY OF SCIENCE & MATH","PUBLIC","Y"
"4294","BLANDFORD ELEMENTARY","PUBLIC","Y"
"4295","HOLLINGWORTH ELEMENTARY","PUBLIC","Y"
"4296","HURLEY ELEMENTARY","PUBLIC","Y"
"4297","JELLICK ELEMENTARY","PUBLIC","Y"
"4298","KILLIAN ELEMENTARY","PUBLIC","Y"
"4299","NORTHAM ELEMENTARY","PUBLIC","Y"
"4300","RORIMER ELEMENTARY","PUBLIC","Y"
"4301","ROWLAND ELEMENTARY","PUBLIC","Y"
